dataset,series,x_name,x_value,y_name,y_value,units,n,projection_order,field_order,residual_target_count,small_argument_threshold,small_argument_terms,panel_quad_order,self_panel_quad_order,angular_samples,source_doi,h_over_L,kL,P,beta_deg,notes
frequency_polar,kL=16,phi_deg,8.26171875,differential_tscs_over_L_db,-9.059039226717902,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.349609375,differential_tscs_over_L_db,-9.082453952389717,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.4375,differential_tscs_over_L_db,-9.105844761753758,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.525390625,differential_tscs_over_L_db,-9.129212610256715,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.61328125,differential_tscs_over_L_db,-9.152558457654214,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.701171875,differential_tscs_over_L_db,-9.175883267402146,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.7890625,differential_tscs_over_L_db,-9.199188006030557,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.876953125,differential_tscs_over_L_db,-9.222473642499978,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,8.96484375,differential_tscs_over_L_db,-9.245741147539556,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.052734375,differential_tscs_over_L_db,-9.26899149296715,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.140625,differential_tscs_over_L_db,-9.292225650990714,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.228515625,differential_tscs_over_L_db,-9.315444593491247,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.31640625,differential_tscs_over_L_db,-9.33864929128624,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.404296875,differential_tscs_over_L_db,-9.361840713374342,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.4921875,differential_tscs_over_L_db,-9.385019826159915,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.580078125,differential_tscs_over_L_db,-9.408187592658329,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.66796875,differential_tscs_over_L_db,-9.431344971680574,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.755859375,differential_tscs_over_L_db,-9.454492916997978,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.84375,differential_tscs_over_L_db,-9.477632376485975,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,9.931640625,differential_tscs_over_L_db,-9.500764291247082,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.01953125,differential_tscs_over_L_db,-9.523889594712829,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.107421875,differential_tscs_over_L_db,-9.547009211723989,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.1953125,differential_tscs_over_L_db,-9.570124057589373,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.283203125,differential_tscs_over_L_db,-9.593235037122573,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.37109375,differential_tscs_over_L_db,-9.616343043656567,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.458984375,differential_tscs_over_L_db,-9.639448958035816,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.546875,differential_tscs_over_L_db,-9.662553647585803,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.634765625,differential_tscs_over_L_db,-9.685657965059564,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.72265625,differential_tscs_over_L_db,-9.708762747561192,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.810546875,differential_tscs_over_L_db,-9.731868815445813,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.8984375,differential_tscs_over_L_db,-9.754976971196218,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,10.986328125,differential_tscs_over_L_db,-9.778087998275625,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.07421875,differential_tscs_over_L_db,-9.801202659956402,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.162109375,differential_tscs_over_L_db,-9.824321698124857,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.25,differential_tscs_over_L_db,-9.847445832061595,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.337890625,differential_tscs_over_L_db,-9.870575757197367,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.42578125,differential_tscs_over_L_db,-9.893712143844612,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.513671875,differential_tscs_over_L_db,-9.916855635903971,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.6015625,differential_tscs_over_L_db,-9.940006849546183,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.689453125,differential_tscs_over_L_db,-9.96316637186913,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.77734375,differential_tscs_over_L_db,-9.98633475952985,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.865234375,differential_tscs_over_L_db,-10.00951253735165,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,11.953125,differential_tscs_over_L_db,-10.03270019690625,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.041015625,differential_tscs_over_L_db,-10.05589819507089,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.12890625,differential_tscs_over_L_db,-10.07910695256073,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.216796875,differential_tscs_over_L_db,-10.10232685243619,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.3046875,differential_tscs_over_L_db,-10.12555823858579,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.392578125,differential_tscs_over_L_db,-10.14880141418447,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.48046875,differential_tscs_over_L_db,-10.17205664012734,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.568359375,differential_tscs_over_L_db,-10.19532413343957,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.65625,differential_tscs_over_L_db,-10.21860406566233,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.744140625,differential_tscs_over_L_db,-10.24189656121538,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.83203125,differential_tscs_over_L_db,-10.26520169573634,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,12.919921875,differential_tscs_over_L_db,-10.28851949439748,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.0078125,differential_tscs_over_L_db,-10.31184993020041,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.095703125,differential_tscs_over_L_db,-10.3351929222489,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.18359375,differential_tscs_over_L_db,-10.35854833400098,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.271484375,differential_tscs_over_L_db,-10.38191597150071,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.359375,differential_tscs_over_L_db,-10.40529558159034,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.447265625,differential_tscs_over_L_db,-10.42868685010395,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.53515625,differential_tscs_over_L_db,-10.45208940004324,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.623046875,differential_tscs_over_L_db,-10.4755027897367,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.7109375,differential_tscs_over_L_db,-10.49892651098324,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.798828125,differential_tscs_over_L_db,-10.52235998718119,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.88671875,differential_tscs_over_L_db,-10.54580257144442,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,13.974609375,differential_tscs_over_L_db,-10.56925354470677,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.0625,differential_tscs_over_L_db,-10.59271211381619,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.150390625,differential_tscs_over_L_db,-10.61617740962044,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.23828125,differential_tscs_over_L_db,-10.63964848504611,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.326171875,differential_tscs_over_L_db,-10.6631243131726,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.4140625,differential_tscs_over_L_db,-10.68660378530329,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.501953125,differential_tscs_over_L_db,-10.7100857090362,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.58984375,differential_tscs_over_L_db,-10.73356880633592,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.677734375,differential_tscs_over_L_db,-10.75705171160985,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.765625,differential_tscs_over_L_db,-10.78053296979092,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.853515625,differential_tscs_over_L_db,-10.80401103442987,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,14.94140625,differential_tscs_over_L_db,-10.82748426579978,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.029296875,differential_tscs_over_L_db,-10.85095092901586,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.1171875,differential_tscs_over_L_db,-10.87440919217445,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.205078125,differential_tscs_over_L_db,-10.89785712451357,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.29296875,differential_tscs_over_L_db,-10.92129269459964,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.380859375,differential_tscs_over_L_db,-10.94471376854388,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.46875,differential_tscs_over_L_db,-10.96811810825212,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.556640625,differential_tscs_over_L_db,-10.99150336971269,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.64453125,differential_tscs_over_L_db,-11.01486710132664,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.732421875,differential_tscs_over_L_db,-11.0382067422848,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.8203125,differential_tscs_over_L_db,-11.06151962099687,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.908203125,differential_tscs_over_L_db,-11.08480295357717,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,15.99609375,differential_tscs_over_L_db,-11.10805384239272,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.083984375,differential_tscs_over_L_db,-11.13126927467895,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.171875,differential_tscs_over_L_db,-11.15444612122871,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.259765625,differential_tscs_over_L_db,-11.1775811351607,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.34765625,differential_tscs_over_L_db,-11.20067095077341,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.435546875,differential_tscs_over_L_db,-11.22371208249057,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.5234375,differential_tscs_over_L_db,-11.24670092390541,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.611328125,differential_tscs_over_L_db,-11.26963374692997,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.69921875,differential_tscs_over_L_db,-11.29250670105632,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.787109375,differential_tscs_over_L_db,-11.31531581273757,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.875,differential_tscs_over_L_db,-11.3380569848952,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,16.962890625,differential_tscs_over_L_db,-11.36072599656111,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.05078125,differential_tscs_over_L_db,-11.38331850266131,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.138671875,differential_tscs_over_L_db,-11.40583003394956,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.2265625,differential_tscs_over_L_db,-11.42825599709919,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.314453125,differential_tscs_over_L_db,-11.45059167496071,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.40234375,differential_tscs_over_L_db,-11.47283222699384,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.490234375,differential_tscs_over_L_db,-11.4949726898824,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.578125,differential_tscs_over_L_db,-11.51700797833999,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.666015625,differential_tscs_over_L_db,-11.53893288611567,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.75390625,differential_tscs_over_L_db,-11.5607420872075,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.841796875,differential_tscs_over_L_db,-11.58243013729266,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,17.9296875,differential_tscs_over_L_db,-11.60399147538289,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.017578125,differential_tscs_over_L_db,-11.62542042571305,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.10546875,differential_tscs_over_L_db,-11.64671119987173,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.193359375,differential_tscs_over_L_db,-11.66785789918149,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.28125,differential_tscs_over_L_db,-11.68885451733739,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.369140625,differential_tscs_over_L_db,-11.70969494331067,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.45703125,differential_tscs_over_L_db,-11.73037296452594,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.544921875,differential_tscs_over_L_db,-11.75088227031879,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.6328125,differential_tscs_over_L_db,-11.77121645568022,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.720703125,differential_tscs_over_L_db,-11.79136902529529,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.80859375,differential_tscs_over_L_db,-11.81133339788091,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.896484375,differential_tscs_over_L_db,-11.83110291082917,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,18.984375,differential_tscs_over_L_db,-11.85067082516078,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.072265625,differential_tscs_over_L_db,-11.87003033079253,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.16015625,differential_tscs_over_L_db,-11.88917455212372,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.248046875,differential_tscs_over_L_db,-11.90809655394265,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.3359375,differential_tscs_over_L_db,-11.92678934765722,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.423828125,differential_tscs_over_L_db,-11.94524589784972,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.51171875,differential_tscs_over_L_db,-11.96345912915655,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.599609375,differential_tscs_over_L_db,-11.9814219334728,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.6875,differential_tscs_over_L_db,-11.99912717747971,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.775390625,differential_tscs_over_L_db,-12.0165677104926,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.86328125,differential_tscs_over_L_db,-12.03373637262563,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,19.951171875,differential_tscs_over_L_db,-12.05062600326875,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.0390625,differential_tscs_over_L_db,-12.06722944987061,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.126953125,differential_tscs_over_L_db,-12.08353957702023,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.21484375,differential_tscs_over_L_db,-12.09954927581916,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.302734375,differential_tscs_over_L_db,-12.11525147353392,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.390625,differential_tscs_over_L_db,-12.13063914351819,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.478515625,differential_tscs_over_L_db,-12.14570531539147,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.56640625,differential_tscs_over_L_db,-12.16044308546112,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.654296875,differential_tscs_over_L_db,-12.17484562737207,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.7421875,differential_tscs_over_L_db,-12.18890620296757,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.830078125,differential_tscs_over_L_db,-12.20261817334358,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,20.91796875,differential_tscs_over_L_db,-12.2159750100766,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.005859375,differential_tscs_over_L_db,-12.22897030660483,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.09375,differential_tscs_over_L_db,-12.24159778974079,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.181640625,differential_tscs_over_L_db,-12.25385133129175,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.26953125,differential_tscs_over_L_db,-12.26572495976363,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.357421875,differential_tscs_over_L_db,-12.27721287212326,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.4453125,differential_tscs_over_L_db,-12.2883094455914,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.533203125,differential_tscs_over_L_db,-12.29900924943998,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.62109375,differential_tscs_over_L_db,-12.30930705676409,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.708984375,differential_tscs_over_L_db,-12.31919785619951,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.796875,differential_tscs_over_L_db,-12.32867686355625,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.884765625,differential_tscs_over_L_db,-12.33773953333627,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,21.97265625,differential_tscs_over_L_db,-12.3463815701055,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,22.060546875,differential_tscs_over_L_db,-12.35459893968745,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,22.1484375,differential_tscs_over_L_db,-12.36238788014768,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,22.236328125,differential_tscs_over_L_db,-12.36974491253659,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
frequency_polar,kL=16,phi_deg,22.32421875,differential_tscs_over_L_db,-12.37666685135887,dB,512,,,,,,,,4096,,0.1,16,5,90.0,absolute; not peak-normalized
